,area,data,era,results,status,jobs_finished,jobs_total
10,work_areas/crab_2016_data_DoubleEGF_DoubleEG_deepflavour_bff,True,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGF_DoubleEG_deepflavour_bff
Task name:			220512_183640:rymuelle_crab_2016_data_DoubleEGF_DoubleEG_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0106.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_183640%3Arymuelle_crab_2016_data_DoubleEGF_DoubleEG_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_183640%3Arymuelle_crab_2016_data_DoubleEGF_DoubleEG_deepflavour_bff&from=1652377001000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (29/29)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 156MB min, 596MB max, 491MB ave
 * Runtime: 0:03:59 min, 0:25:46 max, 0:12:48 ave
 * CPU eff: 20% min, 90% max, 79% ave
 * Waste: 2:09:25 (26% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGF_DoubleEG_deepflavour_bff/crab.log
",finished,29,29
11,work_areas/crab_2016_data_DoubleEGE_DoubleEG_deepflavour_bff,True,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGE_DoubleEG_deepflavour_bff
Task name:			220512_184016:rymuelle_crab_2016_data_DoubleEGE_DoubleEG_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0194.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_184016%3Arymuelle_crab_2016_data_DoubleEGE_DoubleEG_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_184016%3Arymuelle_crab_2016_data_DoubleEGE_DoubleEG_deepflavour_bff&from=1652377216000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (41/41)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 28MB min, 732MB max, 500MB ave
 * Runtime: 0:01:04 min, 13:24:06 max, 0:46:33 ave
 * CPU eff: 2% min, 166% max, 19% ave
 * Waste: 25:23:41 (44% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGE_DoubleEG_deepflavour_bff/crab.log
",finished,41,41
12,work_areas/crab_2016_data_DoubleEGD_DoubleEG_deepflavour_bff,True,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGD_DoubleEG_deepflavour_bff
Task name:			220512_184140:rymuelle_crab_2016_data_DoubleEGD_DoubleEG_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0120.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_184140%3Arymuelle_crab_2016_data_DoubleEGD_DoubleEG_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_184140%3Arymuelle_crab_2016_data_DoubleEGD_DoubleEG_deepflavour_bff&from=1652377300000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (42/42)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 58MB min, 607MB max, 467MB ave
 * Runtime: 0:01:51 min, 0:29:21 max, 0:12:21 ave
 * CPU eff: 45% min, 88% max, 65% ave
 * Waste: 0:49:29 (9% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGD_DoubleEG_deepflavour_bff/crab.log
",finished,42,42
13,work_areas/crab_2016_data_DoubleEGC_DoubleEG_deepflavour_bff,True,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGC_DoubleEG_deepflavour_bff
Task name:			220512_184412:rymuelle_crab_2016_data_DoubleEGC_DoubleEG_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0197.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_184412%3Arymuelle_crab_2016_data_DoubleEGC_DoubleEG_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_184412%3Arymuelle_crab_2016_data_DoubleEGC_DoubleEG_deepflavour_bff&from=1652377452000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (41/41)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 45MB min, 568MB max, 476MB ave
 * Runtime: 0:02:16 min, 8:35:38 max, 0:40:37 ave
 * CPU eff: 2% min, 86% max, 17% ave
 * Waste: 1:16:00 (4% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGC_DoubleEG_deepflavour_bff/crab.log
",finished,41,41
14,work_areas/crab_2016_data_DoubleEGB_DoubleEG_deepflavour_bff,True,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGB_DoubleEG_deepflavour_bff
Task name:			220512_184546:rymuelle_crab_2016_data_DoubleEGB_DoubleEG_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0197.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_184546%3Arymuelle_crab_2016_data_DoubleEGB_DoubleEG_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_184546%3Arymuelle_crab_2016_data_DoubleEGB_DoubleEG_deepflavour_bff&from=1652377546000&to=now
Status on the scheduler:	SUBMITTED

Jobs status:                    finished     		 98.8% (81/82)
				running      		  1.2% ( 1/82)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 3MB min, 629MB max, 503MB ave
 * Runtime: 0:00:08 min, 8:06:54 max, 0:26:18 ave
 * CPU eff: 4% min, 92% max, 45% ave
 * Waste: 4:01:54 (10% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_data_DoubleEGB_DoubleEG_deepflavour_bff/crab.log
",finished,81,82
15,work_areas/crab_2016_DY_ZToEE_50_120_ZToEE_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_50_120_ZToEE_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff
Task name:			220512_191643:rymuelle_crab_2016_DY_ZToEE_50_120_ZToEE_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0137.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_191643%3Arymuelle_crab_2016_DY_ZToEE_50_120_ZToEE_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_191643%3Arymuelle_crab_2016_DY_ZToEE_50_120_ZToEE_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff&from=1652379403000&to=now
Status on the scheduler:	SUBMITTED

Jobs status:                    finished     		 66.7% (2/3)
				running      		 33.3% (1/3)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 3MB min, 1237MB max, 1143MB ave
 * Runtime: 0:03:35 min, 19:24:04 max, 11:26:05 ave
 * CPU eff: 13% min, 14% max, 14% ave
 * Waste: 2:22:09 (9% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DY_ZToEE_50_120_ZToEE_NNPDF30_13TeV-powheg_M_50_120_deepflavour_bff/crab.log
",finished,0,0
16,work_areas/crab_2016_WJets_WJetsToQQ_HT_800_inf_WJetsToQQ_HT-800toInf_qc19_3j_TuneCUETP8M1_13TeV-m_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_WJets_WJetsToQQ_HT_800_inf_WJetsToQQ_HT-800toInf_qc19_3j_TuneCUETP8M1_13TeV-m_deepflavour_bff
Task name:			220512_184727:rymuelle_crab_2016_WJets_WJetsToQQ_HT_800_inf_WJetsToQQ_HT-800toInf_qc19_3j_TuneCUETP8M1_13TeV-m_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_184727%3Arymuelle_crab_2016_WJets_WJetsToQQ_HT_800_inf_WJetsToQQ_HT-800toInf_qc19_3j_TuneCUETP8M1_13TeV-m_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_184727%3Arymuelle_crab_2016_WJets_WJetsToQQ_HT_800_inf_WJetsToQQ_HT-800toInf_qc19_3j_TuneCUETP8M1_13TeV-m_deepflavour_bff&from=1652377647000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (59/59)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 0MB min, 1208MB max, 1003MB ave
 * Runtime: 0:03:56 min, 2:10:51 max, 0:25:53 ave
 * CPU eff: 26% min, 154% max, 79% ave
 * Waste: 4:08:13 (14% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_WJets_WJetsToQQ_HT_800_inf_WJetsToQQ_HT-800toInf_qc19_3j_TuneCUETP8M1_13TeV-m_deepflavour_bff/crab.log
",finished,59,59
17,work_areas/crab_2016_TT_TT_TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-py_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TT_TT_TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-py_deepflavour_bff
Task name:			220512_184901:rymuelle_crab_2016_TT_TT_TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-py_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_184901%3Arymuelle_crab_2016_TT_TT_TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-py_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_184901%3Arymuelle_crab_2016_TT_TT_TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-py_deepflavour_bff&from=1652377741000&to=now
Status on the scheduler:	SUBMITTED

Jobs status:                    finished     		 91.8% (67/73)
				running      		  8.2% ( 6/73)

No publication information (publication has been disabled in the CRAB configuration file)

Summary of run jobs:
 * Memory: 3MB min, 1396MB max, 1214MB ave
 * Runtime: 0:00:08 min, 10:32:51 max, 2:46:51 ave
 * CPU eff: 28% min, 99% max, 89% ave
 * Waste: 3:46:52 (2% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TT_TT_TTTo2L2Nu_TuneCUETP8M2_ttHtranche3_13TeV-powheg-py_deepflavour_bff/crab.log
",finished,67,73
18,work_areas/crab_2016_TB_ZZZ_TuneCUETP8M1_13TeV_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_ZZZ_TuneCUETP8M1_13TeV_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Task name:			220512_185027:rymuelle_crab_2016_TB_ZZZ_TuneCUETP8M1_13TeV_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185027%3Arymuelle_crab_2016_TB_ZZZ_TuneCUETP8M1_13TeV_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185027%3Arymuelle_crab_2016_TB_ZZZ_TuneCUETP8M1_13TeV_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff&from=1652377827000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1179MB min, 1179MB max, 1179MB ave
 * Runtime: 0:41:27 min, 0:41:27 max, 0:41:27 ave
 * CPU eff: 88% min, 88% max, 88% ave
 * Waste: 0:03:44 (8% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_ZZZ_TuneCUETP8M1_13TeV_ZZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff/crab.log
",finished,1,1
19,work_areas/crab_2016_TB_WZZ_TuneCUETP8M1_13TeV_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_WZZ_TuneCUETP8M1_13TeV_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Task name:			220512_185151:rymuelle_crab_2016_TB_WZZ_TuneCUETP8M1_13TeV_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0119.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185151%3Arymuelle_crab_2016_TB_WZZ_TuneCUETP8M1_13TeV_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185151%3Arymuelle_crab_2016_TB_WZZ_TuneCUETP8M1_13TeV_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff&from=1652377911000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (2/2)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 1019MB min, 1103MB max, 1062MB ave
 * Runtime: 0:32:55 min, 2:32:02 max, 1:32:28 ave
 * CPU eff: 8% min, 93% max, 23% ave
 * Waste: 0:53:20 (22% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_WZZ_TuneCUETP8M1_13TeV_WZZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff/crab.log
",finished,2,2
20,work_areas/crab_2016_TB_WWZ_TuneCUETP8M1_13TeV_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_WWZ_TuneCUETP8M1_13TeV_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Task name:			220512_185316:rymuelle_crab_2016_TB_WWZ_TuneCUETP8M1_13TeV_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185316%3Arymuelle_crab_2016_TB_WWZ_TuneCUETP8M1_13TeV_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185316%3Arymuelle_crab_2016_TB_WWZ_TuneCUETP8M1_13TeV_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff&from=1652377996000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (3/3)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1107MB min, 1107MB max, 1092MB ave
 * Runtime: 0:11:13 min, 0:16:43 max, 0:14:19 ave
 * CPU eff: 81% min, 92% max, 88% ave
 * Waste: 0:00:24 (1% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_WWZ_TuneCUETP8M1_13TeV_WWZ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff/crab.log
",finished,3,3
21,work_areas/crab_2016_TB_WWW_4F_TuneCUETP8M1_13TeV_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_WWW_4F_TuneCUETP8M1_13TeV_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Task name:			220512_185444:rymuelle_crab_2016_TB_WWW_4F_TuneCUETP8M1_13TeV_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0198.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185444%3Arymuelle_crab_2016_TB_WWW_4F_TuneCUETP8M1_13TeV_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185444%3Arymuelle_crab_2016_TB_WWW_4F_TuneCUETP8M1_13TeV_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff&from=1652378084000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 1095MB min, 1095MB max, 1096MB ave
 * Runtime: 6:15:44 min, 6:15:44 max, 6:15:44 ave
 * CPU eff: 8% min, 8% max, 8% ave
 * Waste: 0:01:27 (0% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TB_WWW_4F_TuneCUETP8M1_13TeV_WWW_4F_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff/crab.log
",finished,1,1
22,work_areas/crab_2016_ST_ST_t_anti_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powh_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_t_anti_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powh_deepflavour_bff
Task name:			220512_185610:rymuelle_crab_2016_ST_ST_t_anti_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powh_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0144.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185610%3Arymuelle_crab_2016_ST_ST_t_anti_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powh_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185610%3Arymuelle_crab_2016_ST_ST_t_anti_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powh_deepflavour_bff&from=1652378170000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (36/36)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1018MB min, 1290MB max, 1118MB ave
 * Runtime: 0:09:18 min, 4:42:00 max, 1:49:44 ave
 * CPU eff: 72% min, 189% max, 96% ave
 * Waste: 6:39:57 (9% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_t_anti_ST_t-channel_antitop_4f_inclusiveDecays_13TeV-powh_deepflavour_bff/crab.log
",finished,36,36
23,work_areas/crab_2016_ST_ST_t_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_t_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2_deepflavour_bff
Task name:			220512_185734:rymuelle_crab_2016_ST_ST_t_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0197.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_185734%3Arymuelle_crab_2016_ST_ST_t_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_185734%3Arymuelle_crab_2016_ST_ST_t_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2_deepflavour_bff&from=1652378254000&to=now
Status on the scheduler:	SUBMITTED

Jobs status:                    finished     		 93.2% (41/44)
				running      		  6.8% ( 3/44)

No publication information (publication has been disabled in the CRAB configuration file)

Summary of run jobs:
 * Memory: 45MB min, 1464MB max, 1063MB ave
 * Runtime: 0:00:41 min, 7:48:59 max, 3:01:26 ave
 * CPU eff: 35% min, 288% max, 99% ave
 * Waste: 20:41:28 (14% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_ST_ST_t_ST_t-channel_top_4f_inclusiveDecays_13TeV-powhegV2_deepflavour_bff/crab.log
",finished,41,44
